fid,agency_cd,site_no,station_nm,dec_lat_va,dec_long_v,coord_acy_,dec_coord_,state_cd,alt_va,alt_acy_va,alt_datum_,REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"7959",USGS,"1349711",WEST KILL BELOW HUNTER BROOK NEAR SPRUCETON NY,42.185,-74.2769444,S,NAD83,"36",2038.89,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7960",USGS,"1349810",WEST KILL NEAR WEST KILL NY,42.23027778,-74.3930556,S,NAD83,"36",1370.67,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7961",USGS,"1349950",BATAVIA KILL AT RED FALLS NEAR PRATTSVILLE NY,42.3083333,-74.39,S,NAD83,"36",1268.54,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7962",USGS,"1350000",SCHOHARIE CREEK AT PRATTSVILLE NY,42.31944444,-74.4366667,S,NAD83,"36",1131.13,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7963",USGS,"1350035",BEAR KILL NEAR PRATTSVILLE NY,42.33805556,-74.4516667,S,NAD83,"36",1156.77,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7964",USGS,"1350080",MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,42.37694444,-74.4130556,S,NAD83,"36",1254.63,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7965",USGS,"1350101",SCHOHARIE CREEK AT GILBOA NY,42.3972222,-74.4505556,S,NAD83,"36",938.97,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7966",USGS,"1350120",PLATTER KILL AT GILBOA NY,42.4061111,-74.4472222,S,NAD83,"36",1044.69,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7967",USGS,"1350140",MINE KILL NEAR NORTH BLENHEIM NY,42.42888889,-74.4730556,S,NAD83,"36",1060.13,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7968",USGS,"1350180",SCHOHARIE CREEK AT NORTH BLENHEIM NY,42.4658333,-74.4622222,S,NAD83,"36",793.92,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7969",USGS,"1350212",SCHOHARIE CREEK NEAR NORTH BLENHEIM NY,42.47263889,-74.44113889,"1",NAD83,"36",770,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7970",USGS,"1350355",SCHOHARIE CREEK AT BREAKABEEN NY,42.53694444,-74.4105556,S,NAD83,"36",686.79,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7971",USGS,"1350480",LITTLE SCHOHARIE CREEK NEAR MIDDLEBURGH NY,42.58127778,-74.3174444,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7972",USGS,"1350500",SCHOHARIE CREEK AT MIDDLEBURGH NY,42.59944444,-74.3361111,S,NAD83,"36",612.48,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7973",USGS,"1350750",SCHOHARIE CREEK AT SCHOHARIE NY,42.66544444,-74.326,"1",NAD83,"36",601.29,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7974",USGS,"1351200",FOX CREEK NEAR SCHOHARIE NY,42.67305556,-74.25388889,S,NAD83,"36",649.76,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7975",USGS,"1351298",COBLESKILL CREEK AT S GRAND ST AT COBLESKILL NY,42.67255556,-74.4819167,"1",NAD83,"36",879.82,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7976",USGS,"1351450",SCHOHARIE CREEK AT ESPERANCE NY,42.7605833,-74.25477778,"1",NAD83,"36",551.31,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7977",USGS,"1351500",SCHOHARIE CREEK AT BURTONSVILLE NY,42.8,-74.26277778,S,NAD83,"36",507.44,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7978",USGS,"1354083",MOHAWK RIVER AT AMSTERDAM NY,42.934,-74.1918611,"1",NAD83,"36",234.5,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7979",USGS,"1354330",MOHAWK RIVER AT LOCK 8 NEAR SCHENECTADY NY,42.8281583,-73.9903722,H,NAD83,"36",199.46,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7980",USGS,"1354500",MOHAWK RIVER AT FREEMAN'S BRIDGE AT SCHENECTADY NY,42.83052778,-73.93075,"1",NAD83,"36",199.46,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7981",USGS,"1355475",MOHAWK RIVER AT REXFORD NY,42.8511111,-73.88725,"1",NAD83,"36",199.46,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7982",USGS,"1356000",MOHAWK RIVER AT VISCHER FERRY DAM NY,42.80419444,-73.8476667,"1",NAD83,"36",199.46,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7983",USGS,"1357500",MOHAWK RIVER AT COHOES NY,42.78538889,-73.70777778,"1",NAD83,"36",49.13,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7984",USGS,"1358000",HUDSON RIVER AT GREEN ISLAND NY,42.7522222,-73.68888889,S,NAD83,"36",-0.92,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7985",USGS,"1359135",PATROON CREEK AT ALBANY NY,42.66344444,-73.7448611,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7986",USGS,"1359525",NORMANS KILL AT KARLSFELD NY,42.64791667,-73.846,"1",NAD83,"36",85.86,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7987",USGS,"1359528",NORMANS KILL AT ALBANY NY,42.63363889,-73.80427778,"1",NAD83,"36",85.86,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7988",USGS,"1360640",VALATIE KILL NEAR NASSAU NY,42.55194444,-73.59138889,S,NAD83,"36",429.2,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7989",USGS,"1361000",KINDERHOOK CREEK AT ROSSMAN NY,42.33105556,-73.7444444,"1",NAD83,"36",24.33,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7990",USGS,"136219503",ESOPUS CREEK BELOW LOST CLOVE RD AT BIG INDIAN NY,42.09788889,-74.4490833,"1",NAD83,"36",1230,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7991",USGS,"13621955",BIRCH CREEK AT BIG INDIAN NY,42.10888889,-74.4519444,S,NAD83,"36",1227.42,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7992",USGS,"1362200",ESOPUS CREEK AT ALLABEN NY,42.11694444,-74.38027778,S,NAD83,"36",996.98,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7993",USGS,"1362230",DIVERSION FROM SCHOHARIE RESERVOIR NY,42.11453416,-74.3637599,S,NAD83,"36",964.39,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7994",USGS,"1362286",WOODLAND CREEK AT WILMOT WAY NEAR WOODLAND NY,42.03525,-74.36552778,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7995",USGS,"136230002",WOODLAND CREEK ABOVE MOUTH AT PHOENICIA NY,42.0797222,-74.3345833,"1",NAD83,"36",870.52,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7996",USGS,"1362322",MYRTLE BROOK AT STATE HWY 214 AT EDGEWOOD NY,42.1336111,-74.23152778,"1",NAD83,"36",1530,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7997",USGS,"1362336",STONY CLOVE CR AT JANSSEN RD AT LANESVILLE NY,42.12794444,-74.26325,"1",NAD83,"36",1280,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7998",USGS,"1362342",HOLLOW TREE BROOK AT LANESVILLE NY,42.1422222,-74.265,S,NAD83,"36",1477.03,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"7999",USGS,"1362357",WARNER CREEK NEAR CHICHESTER NY,42.09938889,-74.2946111,"1",NAD83,"36",1090,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8000",USGS,"1362368",OX CLOVE NEAR MOUTH AT CHICHESTER NY,42.10477778,-74.3095556,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8001",USGS,"1362370",STONY CLOVE CREEK BLW OX CLOVE AT CHICHESTER NY,42.10202778,-74.31088889,"1",NAD83,"36",947.52,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8002",USGS,"1362487",BEAVER KILL AT MOUNT TREMPER NY,42.046758,-74.2768136,S,NAD83,"36",700,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8003",USGS,"1362497",LITTLE BEAVER KILL AT BEECHFORD NEAR MT TREMPER NY,42.01944444,-74.26638889,S,NAD83,"36",658.36,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8004",USGS,"1362500",ESOPUS CREEK AT COLDBROOK NY,42.01416667,-74.2705556,S,NAD83,"36",621.54,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8005",USGS,"1363382",BUSH KILL BLW MALTBY HOLLOW BK AT WEST SHOKAN NY,41.96555556,-74.2930556,S,NAD83,"36",682.34,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8006",USGS,"1363556",ESOPUS CREEK NEAR LOMONTVILLE NY,41.8793333,-74.1453611,"1",NAD83,"36",191.93,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8007",USGS,"1364500",ESOPUS CREEK AT MOUNT MARION NY,42.03777778,-73.9719444,S,NAD83,"36",40.15,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8008",USGS,"1365000",RONDOUT CREEK NEAR LOWES CORNERS NY,41.86638889,-74.4872222,S,NAD83,"36",874.68,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8009",USGS,"1365100",CANNONSVILLE RES DIV CHANNEL NR GRAHAMSVILLE NY,41.8521111,-74.51302778,"1",NAD83,"36",839,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8010",USGS,"1365500",CHESTNUT CREEK AT GRAHAMSVILLE NY,41.845,-74.5394444,S,NAD83,"36",878.96,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8011",USGS,"1365550",CHESTNUT CREEK AT MOUTH AT GRAHAMSVILLE NY,41.8490833,-74.5318333,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8012",USGS,"1367500",RONDOUT CREEK AT ROSENDALE NY,41.84305556,-74.0861111,S,NAD83,"36",31.94,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8013",USGS,"1368050",WALLKILL RIVER AT OIL CITY ROAD NEAR UNIONVILLE NY,41.2878333,-74.5343333,"1",NAD83,"36",389,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8014",USGS,"1370520",WALLKILL RIVER AT PHILLIPSBURG NY,41.4389827,-74.3657097,S,NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8015",USGS,"1371500",WALLKILL RIVER AT GARDINER NY,41.6861111,-74.16527778,S,NAD83,"36",183.7,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8016",USGS,"1372500",WAPPINGER CREEK NEAR WAPPINGERS FALLS NY,41.65305556,-73.8725,S,NAD83,"36",114.37,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8017",USGS,"137449480",EAST BRANCH CROTON RIVER NEAR PUTNAM LAKE NY,41.44725,-73.5560833,"1",NAD83,"36",414.81,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8018",USGS,"1374505",EAST BRANCH CROTON RIVER AT BREWSTER NY,41.39444444,-73.6069444,S,NAD83,"36",317.58,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8019",USGS,"1374531",EAST BRANCH CROTON RIVER NEAR CROTON FALLS NY,41.37377778,-73.63875,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8020",USGS,"1374559",WEST BRANCH CROTON RIVER AT RICHARDSVILLE NY,41.47055556,-73.76,S,NAD83,"36",586.6,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8021",USGS,"1374581",W BR CROTON RIVER BELOW DAM NEAR KENT CLIFFS NY,41.4497222,-73.73638889,S,NAD83,"36",529.12,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8022",USGS,"1374598",HORSE POUND BROOK NEAR LAKE CARMEL NY,41.4758611,-73.6894722,"1",NAD83,"36",540.48,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8023",USGS,"137462010",WEST BRANCH CROTON RIVER NEAR CARMEL NY,41.41180556,-73.69375,"1",NAD83,"36",446.96,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8024",USGS,"1374701",WEST BRANCH CROTON RIVER NEAR CROTON FALLS NY,41.358,-73.6679722,"1",NAD83,"36",205.48,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8025",USGS,"1374781",TITICUS RIVER BELOW JUNE ROAD AT SALEM CENTER NY,41.3273611,-73.5914722,"1",NAD83,"36",331.84,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8026",USGS,"1374821",TITICUS RIVER AT PURDYS STATION NY,41.32719444,-73.6558333,"1",NAD83,"36",199.49,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8027",USGS,"1374890",CROSS RIVER NEAR CROSS RIVER NY,41.2602222,-73.6018611,"1",NAD83,"36",333.72,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8028",USGS,"1374901",CROSS RIVER AT KATONAH NY,41.2661111,-73.6655556,S,NAD83,"36",203.26,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8029",USGS,"1374930",MUSCOOT RIVER AT BALDWIN PLACE NY,41.33813889,-73.7686944,"1",NAD83,"36",498.21,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8030",USGS,"1374941",MUSCOOT RIVER BELOW DAM AT AMAWALK NY,41.2876111,-73.75363889,"1",NAD83,"36",314.9,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8031",USGS,"1375000",CROTON R AT NEW CROTON DAM NR CROTON-ON-HUDSON NY,41.22502778,-73.85888889,"1",NAD83,"36",43.12,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8032",USGS,"1376800",HACKENSACK RIVER AT WEST NYACK NY,41.09555556,-73.96388889,S,NAD83,"36",52.53,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8033",USGS,"1387400",RAMAPO RIVER AT RAMAPO NY,41.14027778,-74.1686111,S,NAD83,"36",295.78,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8034",USGS,"1387420",RAMAPO RIVER AT SUFFERN NY,41.1183333,-74.16027778,S,NAD83,"36",263.29,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8035",USGS,"1387450",Mahwah River near Suffern NY,41.1411111,-74.1161111,S,NAD83,"36",321.57,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8036",USGS,"1413088",EAST BRANCH DELAWARE RIVER AT ROXBURY NY,42.29380556,-74.5591944,"1",NAD83,"36",1478.33,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8037",USGS,"1413398",BUSH KILL NEAR ARKVILLE NY,42.1508333,-74.60138889,S,NAD83,"36",1370.79,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8038",USGS,"1413408",DRY BROOK AT ARKVILLE,42.14666667,-74.6233333,S,NAD83,"36",1335.67,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8039",USGS,"1413500",EAST BRANCH DELAWARE RIVER AT MARGARETVILLE NY,42.1447222,-74.6536111,S,NAD83,"36",1301.67,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8040",USGS,"1414000",PLATTE KILL AT DUNRAVEN NY,42.13305556,-74.6955556,S,NAD83,"36",1293.72,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8041",USGS,"1414500",MILL BROOK NEAR DUNRAVEN NY,42.1061111,-74.7305556,S,NAD83,"36",1297.22,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8042",USGS,"1415000",TREMPER KILL NEAR ANDES NY,42.12,-74.8186111,S,NAD83,"36",1285.2,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8043",USGS,"1417000",EAST BRANCH DELAWARE RIVER AT DOWNSVILLE NY,42.075,-74.97638889,S,NAD83,"36",1094.92,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8044",USGS,"1417500",EAST BRANCH DELAWARE RIVER AT HARVARD NY,42.0245833,-75.11927778,"1",NAD83,"36",1006.86,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8045",USGS,"1419500",WILLOWEMOC CREEK NR LIVINGSTON MANOR NY,41.9033333,-74.81277778,S,NAD83,"36",1433.86,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8046",USGS,"1420500",BEAVER KILL AT COOKS FALLS NY,41.94641667,-74.9796667,"1",NAD83,"36",1151.7,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8047",USGS,"1421000",EAST BRANCH DELAWARE RIVER AT FISHS EDDY NY,41.97355556,-75.1751944,"1",NAD83,"36",955.47,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8048",USGS,"1421610",WEST BRANCH DELAWARE RIVER AT HOBART NY,42.37138889,-74.66888889,S,NAD83,"36",1621.88,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8049",USGS,"1421618",TOWN BROOK SOUTHEAST OF HOBART NY,42.3611111,-74.6622222,S,NAD83,"36",1658.43,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8050",USGS,"1421900",WEST BRANCH DELAWARE RIVER UPSTREAM FROM DELHI NY,42.28027778,-74.9072222,S,NAD83,"36",1350.34,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8051",USGS,"1422500",LITTLE DELAWARE RIVER NEAR DELHI NY,42.2522222,-74.9016667,S,NAD83,"36",1384.77,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8052",USGS,"1422747",EAST BROOK EAST OF WALTON NY,42.17266667,-75.1219167,"1",NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8053",USGS,"1422779",WEST BROOK AT AUSTIN LINCOLN PARK AT WALTON NY,42.17738889,-75.1289167,"1",NAD83,"36",1219.44,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8054",USGS,"1423000",WEST BRANCH DELAWARE RIVER AT WALTON NY,42.1661111,-75.14002778,"1",NAD83,"36",1189.88,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8055",USGS,"142400103",TROUT CREEK NEAR TROUT CREEK NY,42.1735833,-75.2794444,"1",NAD83,"36",1158.87,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8056",USGS,"1425000",WEST BRANCH DELAWARE RIVER AT STILESVILLE NY,42.07491667,-75.3958056,"1",NAD83,"36",991.68,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8057",USGS,"1426500",WEST BRANCH DELAWARE RIVER AT HALE EDDY NY,42.00302778,-75.38352778,"1",NAD83,"36",945.98,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8058",USGS,"1427500",CALLICOON CREEK AT CALLICOON NY,41.76055556,-75.04838889,"1",NAD83,"36",759.3,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8059",USGS,"1428000",TENMILE RIVER AT TUSTEN NY,41.56388889,-75.0144444,S,NAD83,"36",,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8060",USGS,"1428500",DELAWARE R ABOVE LACKAWAXEN R NEAR BARRYVILLE NY,41.50875,-74.9860556,"1",NAD83,"36",599.51,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8061",USGS,"1432900",MONGAUP RIVER AT MONGAUP VALLEY NY,41.66805556,-74.7805556,S,NAD83,"36",1068.4,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8062",USGS,"1433500",MONGAUP RIVER NEAR MONGAUP NY,41.4612222,-74.75877778,"1",NAD83,"36",623.49,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8063",USGS,"1434017",EAST BRANCH NEVERSINK RIVER NEAR CLARYVILLE NY,41.92527778,-74.54027778,S,NAD83,"36",1727.43,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8064",USGS,"1434025",BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY,41.9960833,-74.5002222,"1",NAD83,"36",2083.02,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8065",USGS,"1434498",WEST BRANCH NEVERSINK RIVER AT CLARYVILLE NY,41.92027778,-74.5747222,S,NAD83,"36",1620.56,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8066",USGS,"1435000",NEVERSINK RIVER NEAR CLARYVILLE NY,41.89,-74.59,S,NAD83,"36",1521.67,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8067",USGS,"1436000",NEVERSINK RIVER AT NEVERSINK NY,41.82,-74.6355556,S,NAD83,"36",1253.99,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8068",USGS,"1436690",NEVERSINK RIVER AT BRIDGEVILLE NY,41.63805556,-74.61688889,S,NAD83,"36",1055.56,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8069",USGS,"1437500",NEVERSINK RIVER AT GODEFFROY NY,41.4411111,-74.6019444,S,NAD83,"36",458.86,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
"8070",USGS,"1500000",OULEOUT CREEK AT EAST SIDNEY NY,42.3333611,-75.235,"1",NAD83,"36",1085.82,,,"1","2","36","01779796","36",NY,New York,"00",G4000,A,"122048992746","19247151848","+42.9133974","-075.5962723"
